x,y,z,a,b,c,d,e,f,g,h,class
0,0,88594951,58632074,54174704,82986660,43036377,39950283,29820118,15595697,14224421,1
0,0,88594951,66300466,60627660,93807612,48825259,44982353,33120514,17475207,15645307,1
0,0,88594951,69418835,63290377,96804494,50488158,46316336,35904718,18930677,16974041,1
0,0,88594951,63982396,56544053,83902472,44570557,39331915,36623977,19411839,17212138,1
0,0,88594951,57584693,53839529,73835046,38138662,35696384,37589176,19446031,18143145,1
0,0,88594951,51344208,50069757,66068270,33375989,32692281,35345695,17968219,17377476,1
0,0,88594951,44660674,43934277,57911779,28934192,28977587,30683172,15726482,14956690,1
0,0,85140684,42919381,42221303,56062707,28125561,27937146,29077977,14793820,14284157,1
0,0,72438112,37545386,34892726,47581008,24565235,23015773,24857104,12980151,11876953,1
0,0,62318327,32138114,30180213,40688228,20864270,19823958,21630099,11273844,10356255,1
0,0,49069254,25843266,23225988,32031788,16789547,15242241,17037466,9053719,7983747,1
0,0,39146055,19456012,19690043,25861514,12536529,13324985,13284541,6919483,6365058,1
0,0,37663707,18701749,18961958,26291245,12931592,13359653,11372462,5770157,5602305,1
0,0,26454983,12944326,13510657,18916270,9208311,9707959,7538713,3736015,3802698,1
0,0,19208842,9651499,9557343,13807600,6978179,6829421,5401242,2673320,2727922,1
0,0,9232503,4490603,4741900,6383717,3113424,3270293,2848786,1377179,1471607,1
0,0,11289005,5283695,6005310,7894990,3765796,4129194,3394015,1517899,1876116,1
0,0,4489802,2372881,2116921,2913452,1533420,1380032,1576350,839461,736889,1
1,0,12541302,6640662,5900640,9108060,4774477,4333583,3433242,1866185,1567057,1
1,0,1414884,763501,651383,1115289,600891,514398,299595,162610,136985,1
1,0,1411973,746818,665155,1109056,584994,524062,302917,161824,141093,1
1,0,1413853,744855,668998,1097236,575511,521725,316617,169344,147273,1
1,0,1237462,640362,597100,926108,477098,449010,311354,163264,148090,1
1,0,1160913,603578,557335,827361,423292,404069,333552,180286,153266,1
1,0,1086122,584559,501563,738568,385544,353024,347554,199015,148539,1
1,0,926903,495746,431157,636137,333062,303075,290766,162684,128082,1
1,0,837945,441265,396680,568825,294268,274557,269120,146997,122123,1
1,0,714085,387739,326346,483222,256988,226234,230863,130751,100112,1
1,0,590790,311560,279230,395959,205036,190923,194831,106524,88307,1
1,0,468566,255599,212967,319992,173804,146188,148574,81795,66779,1
1,0,340031,172753,167278,227495,114641,112854,112536,58112,54424,1
1,0,322726,173427,149299,226005,121240,104765,96721,52187,44534,1
1,0,203965,102743,101222,140720,70780,69940,63245,31963,31282,1
1,0,184019,97472,86547,132084,70777,61307,51935,26695,25240,1
1,0,85076,43094,41982,58918,29980,28938,26158,13114,13044,1
1,0,126870,65844,61026,94242,49712,44530,32628,16132,16496,1
1,0,15119,9747,5372,10843,6859,3984,4276,2888,1388,1
2,0,6864602,3481873,3382729,6176050,3110345,3065705,688552,371528,317024,1
2,0,544984,285011,259973,500931,261743,239188,44053,23268,20785,1
2,0,591177,311457,279720,537559,282441,255118,53618,29016,24602,1
2,0,639224,338240,300984,580265,305500,274765,58959,32740,26219,1
2,0,640461,336729,303732,575991,300554,275437,64470,36175,28295,1
2,0,643866,323720,320146,573439,285167,288272,70427,38553,31874,1
2,0,589160,290125,299035,523605,255016,268589,65555,35109,30446,1
2,0,546357,271253,275104,485375,239272,246103,60982,31981,29001,1
2,0,517966,258230,259736,459275,227906,231369,58691,30324,28367,1
2,0,445560,222269,223291,394635,195137,199498,50925,27132,23793,1
2,0,395128,197642,197486,350793,173489,177304,44335,24153,20182,1
2,0,330687,165724,164963,295411,145792,149619,35276,19932,15344,1
2,0,266860,135245,131615,240093,119998,120095,26767,15247,11520,1
2,0,231372,115464,115908,212263,105331,106932,19109,10133,8976,1
2,0,158607,78387,80220,146096,71950,74146,12511,6437,6074,1
2,0,130587,62119,68468,120932,57250,63682,9655,4869,4786,1
2,0,75706,36440,39266,69958,33561,36397,5748,2879,2869,1
2,0,106737,48465,58272,100043,45339,54704,6694,3126,3568,1
2,0,10163,5353,4810,9386,4899,4487,777,454,323,1
3,0,27743338,14639465,13103873,17344192,9093476,8250716,10399146,5545989,4853157,1
3,0,2133529,1149956,983573,1351369,729984,621385,782160,419972,362188,1
3,0,2368019,1301682,1066337,1507022,827905,679117,860997,473777,387220,1
3,0,2583402,1445530,1137872,1668828,931366,737462,914574,514164,400410,1
3,0,2817683,1570180,1247503,1814427,1003831,810596,1003256,566349,436907,1
3,0,2776636,1465531,1311105,1706833,888739,818094,1069803,576792,493011,1
3,0,2463861,1270405,1193456,1455456,738196,717260,1008405,532209,476196,1
3,0,2116539,1082533,1034006,1263506,636268,627238,853033,446265,406768,1
3,0,1989071,1010862,978209,1202842,604249,598593,786229,406613,379616,1
3,0,1788469,909208,879261,1102644,555906,546738,685825,353302,332523,1
3,0,1587771,818135,769636,964942,495583,469359,622829,322552,300277,1
3,0,1254464,663664,590800,749857,397863,351994,504607,265801,238806,1
3,0,956555,485845,470710,569146,283796,285350,387409,202049,185360,1
3,0,996590,482483,514107,654729,309825,344904,341861,172658,169203,1
3,0,719588,372806,346782,496111,257824,238287,223477,114982,108495,1
3,0,513472,272120,241352,356117,191121,164996,157355,80999,76356,1
3,0,256666,130203,126463,175972,89364,86608,80694,40839,39855,1
3,0,379501,186050,193451,274781,135823,138958,104720,50227,54493,1
3,0,41522,22272,19250,29610,15833,13777,11912,6439,5473,1
4,0,1055450,580663,474787,28991,17150,11841,1026459,563513,462946,1
4,0,81854,43347,38507,3021,1611,1410,78833,41736,37097,1
4,0,91194,49255,41939,2921,1572,1349,88273,47683,40590,1
4,0,93464,52140,41324,2537,1421,1116,90927,50719,40208,1
4,0,104418,60521,43897,2765,1787,978,101653,58734,42919,1
4,0,121244,68467,52777,3593,2255,1338,117651,66212,51439,1
4,0,110237,60694,49543,3806,2260,1546,106431,58434,47997,1
4,0,90803,49625,41178,3101,1902,1199,87702,47723,39979,1
4,0,83672,45566,38106,2321,1455,866,81351,44111,37240,1
4,0,68921,37268,31653,1547,947,600,67374,36321,31053,1
4,0,60352,32893,27459,1049,638,411,59303,32255,27048,1
4,0,46942,26108,20834,723,415,308,46219,25693,20526,1
4,0,34925,19745,15180,503,272,231,34422,19473,14949,1
4,0,25801,13530,12271,481,277,204,25320,13253,12067,1
4,0,15839,8250,7589,255,140,115,15584,8110,7474,1
4,0,11385,5998,5387,181,96,85,11204,5902,5302,1
4,0,6422,3255,3167,75,43,32,6347,3212,3135,1
4,0,7631,3800,3831,106,55,51,7525,3745,3780,1
4,0,346,201,145,6,4,2,340,197,143,1
5,0,10086292,5137773,4948519,7036954,3519042,3517912,3049338,1618731,1430607,1
5,0,924864,488988,435876,677293,356937,320356,247571,132051,115520,1
5,0,1058801,560179,498622,770582,404255,366327,288219,155924,132295,1
5,0,1145343,603274,542069,835418,434578,400840,309925,168696,141229,1
5,0,1124110,588483,535627,792898,407069,385829,331212,181414,149798,1
5,0,970068,484614,485454,648027,312431,335596,322041,172183,149858,1
5,0,810184,397363,412821,529754,253277,276477,280430,144086,136344,1
5,0,698300,345427,352873,459156,221890,237266,239144,123537,115607,1
5,0,665500,330834,334666,441348,215242,226106,224152,115592,108560,1
5,0,566709,285531,281178,378652,187060,191592,188057,98471,89586,1
5,0,489377,247982,241395,325900,160955,164945,163477,87027,76450,1
5,0,397158,202024,195134,270074,133037,137037,127084,68987,58097,1
5,0,318461,151865,166596,221366,100962,120404,97095,50903,46192,1
5,0,329056,163220,165836,244791,119263,125528,84265,43957,40308,1
5,0,218759,108412,110347,163102,78840,84262,55657,29572,26085,1
5,0,163443,80970,82473,124907,60605,64302,38536,20365,18171,1
5,0,84646,40837,43809,64561,30697,33864,20085,10140,9945,1
5,0,104905,48458,56447,78653,36196,42457,26252,12262,13990,1
5,0,16608,9312,7296,10472,5748,4724,6136,3564,2572,1
6,0,25351462,13494734,11856728,16509359,8774006,7735353,8842103,4720728,4121375,1
6,0,2362519,1283789,1078730,1602923,870623,732300,759596,413166,346430,1
6,0,2498757,1371825,1126932,1679882,920472,759410,818875,451353,367522,1
6,0,2668678,1474136,1194542,1812859,996086,816773,855819,478050,377769,1
6,0,2677390,1487548,1189842,1799991,994391,805600,877399,493157,384242,1
6,0,2567486,1372799,1194687,1658579,889577,769002,908907,483222,425685,1
6,0,2231959,1178340,1053619,1384241,737729,646512,847718,440611,407107,1
6,0,1893591,976844,916747,1174200,605409,568791,719391,371435,347956,1
6,0,1761863,912717,849146,1097613,569510,528103,664250,343207,321043,1
6,0,1505950,790581,715369,947369,495956,451413,558581,294625,263956,1
6,0,1241814,655749,586065,765054,403338,361716,476760,252411,224349,1
6,0,965228,510688,454540,590288,310495,279793,374940,200193,174747,1
6,0,750938,374209,376729,462888,224344,238544,288050,149865,138185,1
6,0,844349,413958,430391,573957,276636,297321,270392,137322,133070,1
6,0,504439,255270,249169,343427,171739,171688,161012,83531,77481,1
6,0,374161,188304,185857,260398,130774,129624,113763,57530,56233,1
6,0,196217,97692,98525,136964,68101,68863,59253,29591,29662,1
6,0,274589,133397,141192,198145,97815,100330,76444,35582,40862,1
6,0,31534,16888,14646,20581,11011,9570,10953,5877,5076,1
7,0,16787941,8987326,7800615,419042,226321,192721,16368899,8761005,7607894,1
7,0,1381200,734336,646864,39125,21481,17644,1342075,712855,629220,1
7,0,1535972,829487,706485,42594,23698,18896,1493378,805789,687589,1
7,0,1648147,895446,752701,45883,25479,20404,1602264,869967,732297,1
7,0,1667375,925118,742257,44367,24916,19451,1623008,900202,722806,1
7,0,1764060,951411,812649,44407,23805,20602,1719653,927606,792047,1
7,0,1668326,878196,790130,39250,20584,18666,1629076,857612,771464,1
7,0,1434699,757455,677244,33833,17431,16402,1400866,740024,660842,1
7,0,1319244,698455,620789,31648,16738,14910,1287596,681717,605879,1
7,0,1097197,590858,506339,25962,14180,11782,1071235,576678,494557,1
7,0,911213,495227,415986,19676,10981,8695,891537,484246,407291,1
7,0,687469,376222,311247,14347,7917,6430,673122,368305,304817,1
7,0,508892,269185,239707,10299,5372,4927,498593,263813,234780,1
7,0,472019,238103,233916,11624,5700,5924,460395,232403,227992,1
7,0,272452,139398,133054,6123,3125,2998,266329,136273,130056,1
7,0,189250,94947,94303,4318,2171,2147,184932,92776,92156,1
7,0,100693,50446,50247,2047,980,1067,98646,49466,49180,1
7,0,113031,53861,59170,3022,1482,1540,110009,52379,57630,1
7,0,16702,9175,7527,517,281,236,16185,8894,7291,1
8,0,68548437,35550997,32997440,51500352,26641747,24858605,17048085,8909250,8138835,1
8,0,7302170,3858574,3443596,5770924,3045730,2725194,1531246,812844,718402,1
8,0,8042738,4258873,3783865,6326379,3336981,2989398,1716359,921892,794467,1
8,0,8380518,4430696,3949822,6537189,3446732,3090457,1843329,983964,859365,1
8,0,7314017,3889874,3424143,5496935,2918083,2578852,1817082,971791,845291,1
8,0,6426494,3377483,3049011,4682761,2471674,2211087,1743733,905809,837924,1
8,0,5348497,2763059,2585438,3832693,1981853,1850840,1515804,781206,734598,1
8,0,4722683,2384569,2338114,3412817,1716111,1696706,1309866,668458,641408,1
8,0,4334564,2201790,2132774,3130395,1585834,1544561,1204169,615956,588213,1
8,0,3735355,1926916,1808439,2704801,1390594,1314207,1030554,536322,494232,1
8,0,3145404,1608512,1536892,2265671,1150068,1115603,879733,458444,421289,1
8,0,2516808,1345007,1171801,1817629,968094,849535,699179,376913,322266,1
8,0,1897449,935866,961583,1383879,668669,715210,513570,267197,246373,1
8,0,1770139,884024,886115,1343329,666272,677057,426810,217752,209058,1
8,0,1260376,589471,670905,971320,448876,522444,289056,140595,148461,1
8,0,1016915,490011,526904,795430,382456,412974,221485,107555,113930,1
8,0,477655,216016,261639,364642,162014,202628,113013,54002,59011,1
8,0,587053,252741,334312,449071,193050,256021,137982,59691,78291,1
8,0,269602,137515,132087,214487,108656,105831,55115,28859,26256,1
9,0,199812341,104480510,95331831,155317278,80992995,74324283,44495063,23487515,21007548,1
9,0,20376668,10660474,9716194,16556223,8640363,7915860,3820445,2020111,1800334,1
9,0,25061717,13250331,11811386,20362456,10744603,9617853,4699261,2505728,2193533,1
9,0,25869881,13679154,12190727,20773940,10962322,9811618,5095941,2716832,2379109,1
9,0,23040380,12307573,10732807,17779084,9493418,8285666,5261296,2814155,2447141,1
9,0,17578648,9405485,8173163,12989044,6927701,6061343,4589604,2477784,2111820,1
9,0,14579829,7466367,7113462,10860729,5531452,5329277,3719100,1934915,1784185,1
9,0,12954682,6431401,6523281,9810399,4825061,4985338,3144283,1606340,1537943,1
9,0,12556222,6401231,6154991,9523701,4848208,4675493,3032521,1553023,1479498,1
9,0,10231402,5395162,4836240,7685262,4053994,3631268,2546140,1341168,1204972,1
9,0,8449777,4382148,4067629,6278251,3240893,3037358,2171526,1141255,1030271,1
9,0,6587023,3571917,3015106,4912691,2662431,2250260,1674332,909486,764846,1
9,0,5464146,2626201,2837945,4166600,1960534,2206066,1297546,665667,631879,1
9,0,5705191,2968771,2736420,4555476,2363521,2191955,1149715,605250,544465,1
9,0,3839969,1958472,1881497,3116965,1583084,1533881,723004,375388,347616,1
9,0,2832368,1535092,1297276,2317686,1262445,1055241,514682,272647,242035,1
9,0,1249892,638877,611015,1008251,514186,494065,241641,124691,116950,1
9,0,1812484,935921,876563,1448090,754399,693691,364394,181522,182872,1
9,0,1622062,865933,756129,1172430,624380,548050,449632,241553,208079,1
10,0,104099452,54278157,49821295,92341436,48073850,44267586,11758016,6204307,5553709,1
10,0,12765029,6576871,6188158,11600288,5969825,5630463,1164741,607046,557695,1
10,0,15036277,7796359,7239918,13630801,7057963,6572838,1405476,738396,667080,1
10,0,13919882,7323831,6596051,12472947,6563975,5908972,1446935,759856,687079,1
10,0,9472695,5290581,4182114,8243729,4622498,3621231,1228966,668083,560883,1
10,0,8064735,4210585,3854150,7011053,3644529,3366524,1053682,566056,487626,1
10,0,7671705,3828687,3843018,6722688,3340162,3382526,949017,488525,460492,1
10,0,7055737,3510596,3545141,6203044,3074406,3128638,852693,436190,416503,1
10,0,6457261,3308161,3149100,5671251,2902365,2768886,786010,405796,380214,1
10,0,5165692,2756809,2408883,4510868,2404576,2106292,654824,352233,302591,1
10,0,4270374,2209994,2060380,3721533,1918799,1802734,548841,291195,257646,1
10,0,3312740,1808425,1504315,2885694,1575237,1310457,427046,233188,193858,1
10,0,2796678,1330356,1466322,2450329,1151517,1298812,346349,178839,167510,1
10,0,3008008,1559925,1448083,2677437,1385714,1291723,330571,174211,156360,1
10,0,2089779,1103718,986061,1870640,986570,884070,219139,117148,101991,1
10,0,1379531,784383,595148,1231828,701151,530677,147703,83232,64471,1
10,0,550479,297973,252506,486894,263161,223733,63585,34812,28773,1
10,0,679348,360594,318754,601387,320855,280532,77961,39739,38222,1
10,0,403502,220309,183193,349025,190547,158478,54477,29762,24715,1
11,0,610577,323070,287507,456999,242797,214202,153578,80273,73305,1
11,0,42336,21685,20651,32382,16541,15841,9954,5144,4810,1
11,0,56678,28688,27990,44158,22334,21824,12520,6354,6166,1
11,0,66923,33965,32958,52191,26588,25603,14732,7377,7355,1
11,0,66937,33998,32939,50759,25943,24816,16178,8055,8123,1
11,0,67297,35146,32151,49839,26301,23538,17458,8845,8613,1
11,0,64639,34700,29939,46628,25475,21153,18011,9225,8786,1
11,0,52225,28562,23663,37412,20788,16624,14813,7774,7039,1
11,0,43627,23396,20231,30928,16613,14315,12699,6783,5916,1
11,0,36552,20170,16382,26111,14402,11709,10441,5768,4673,1
11,0,29462,16114,13348,21104,11394,9710,8358,4720,3638,1
11,0,24432,13624,10808,18081,10021,8060,6351,3603,2748,1
11,0,17541,9913,7628,13219,7390,5829,4322,2523,1799,1
11,0,13550,7441,6109,10875,5971,4904,2675,1470,1205,1
11,0,10483,5593,4890,8532,4584,3948,1951,1009,942,1
11,0,7561,4304,3257,6280,3624,2656,1281,680,601,1
11,0,4516,2556,1960,3736,2150,1586,780,406,374,1
11,0,4642,2578,2064,3777,2147,1630,865,431,434,1
11,0,1176,637,539,987,531,456,189,106,83,1
12,0,1383727,713912,669815,1066358,546011,520347,317369,167901,149468,1
12,0,142879,72464,70415,115773,58593,57180,27106,13871,13235,1
12,0,171123,86699,84424,138348,70237,68111,32775,16462,16313,1
12,0,179359,90439,88920,140026,70980,69046,39333,19459,19874,1
12,0,155968,78673,77295,116064,58961,57103,39904,19712,20192,1
12,0,131696,66033,65663,97891,49023,48868,33805,17010,16795,1
12,0,123714,63366,60348,90931,45974,44957,32783,17392,15391,1
12,0,101171,52462,48709,74292,38006,36286,26879,14456,12423,1
12,0,94391,48211,46180,69148,34826,34322,25243,13385,11858,1
12,0,78603,42861,35742,57742,30631,27111,20861,12230,8631,1
12,0,63679,35173,28506,47781,25465,22316,15898,9708,6190,1
12,0,46110,26487,19623,36249,20048,16201,9861,6439,3422,1
12,0,29886,16996,12890,24559,13401,11158,5327,3595,1732,1
12,0,25445,13492,11953,22262,11659,10603,3183,1833,1350,1
12,0,14973,7642,7331,13346,6755,6591,1627,887,740,1
12,0,10647,5547,5100,9647,5048,4599,1000,499,501,1
12,0,5135,2687,2448,4655,2435,2220,480,252,228,1
12,0,7439,3821,3618,6451,3308,3143,988,513,475,1
12,0,1509,859,650,1193,661,532,316,198,118,1
13,0,1978502,1024649,953853,1407536,725472,682064,570966,299177,271789,1
13,0,197262,101291,95971,147261,75981,71280,50001,25310,24691,1
13,0,233099,120647,112452,173624,90120,83504,59475,30527,28948,1
13,0,248671,129237,119434,181149,94658,86491,67522,34579,32943,1
13,0,229622,117994,111628,161926,83359,78567,67696,34635,33061,1
13,0,204363,103769,100594,139581,70944,68637,64782,32825,31957,1
13,0,176901,89598,87303,117131,58588,58543,59770,31010,28760,1
13,0,149924,76505,73419,100492,50782,49710,49432,25723,23709,1
13,0,128198,64695,63503,87170,43067,44103,41028,21628,19400,1
13,0,109261,57653,51608,76029,39211,36818,33232,18442,14790,1
13,0,87747,47757,39990,61345,32644,28701,26402,15113,11289,1
13,0,65859,36134,29725,47518,25376,22142,18341,10758,7583,1
13,0,43398,23741,19657,31751,16898,14853,11647,6843,4804,1
13,0,36519,19683,16836,28201,14898,13303,8318,4785,3533,1
13,0,24243,12801,11442,18939,9930,9009,5304,2871,2433,1
13,0,17593,9260,8333,14353,7550,6803,3240,1710,1530,1
13,0,10565,5635,4930,8629,4606,4023,1936,1029,907,1
13,0,13806,7400,6406,11163,6128,5035,2643,1272,1371,1
13,0,1471,849,622,1274,732,542,197,117,80,1
14,0,2855794,1438586,1417208,2021640,1026884,994756,834154,411702,422452,1
14,0,256682,133160,123522,186405,97094,89311,70277,36066,34211,1
14,0,291243,149766,141477,215420,111112,104308,75823,38654,37169,1
14,0,313763,161146,152617,230842,119214,111628,82921,41932,40989,1
14,0,287008,144495,142513,213039,107906,105133,73969,36589,37380,1
14,0,281782,139587,142195,204739,102223,102516,77043,37364,39679,1
14,0,270477,132888,137589,188887,93626,95261,81590,39262,42328,1
14,0,220954,109678,111276,151922,76143,75779,69032,33535,35497,1
14,0,198453,98019,100434,135625,67639,67986,62828,30380,32448,1
14,0,170829,85896,84933,117107,59442,57665,53722,26454,27268,1
14,0,147030,73917,73113,100201,50660,49541,46829,23257,23572,1
14,0,120277,60598,59679,80585,41105,39480,39692,19493,20199,1
14,0,89499,45409,44090,59601,30555,29046,29898,14854,15044,1
14,0,71897,36567,35330,48223,24875,23348,23674,11692,11982,1
14,0,46648,23218,23430,31006,15677,15329,15642,7541,8101,1
14,0,34253,16776,17477,22588,11301,11287,11665,5475,6190,1
14,0,21428,10663,10765,13656,6961,6695,7772,3702,4070,1
14,0,25794,12571,13223,16142,8208,7934,9652,4363,5289,1
14,0,7777,4232,3545,5652,3143,2509,2125,1089,1036,1
15,0,1097206,555339,541867,525435,269135,256300,571771,286204,285567,1
15,0,121233,61541,59692,66972,34077,32895,54261,27464,26797,1
15,0,117788,59888,57900,64896,33073,31823,52892,26815,26077,1
15,0,116981,59526,57455,60088,30836,29252,56893,28690,28203,1
15,0,110343,55907,54436,50257,26000,24257,60086,29907,30179,1
15,0,111708,55512,56196,50969,25314,25655,60739,30198,30541,1
15,0,102346,51390,50956,46384,23442,22942,55962,27948,28014,1
15,0,88374,44341,44033,38740,19801,18939,49634,24540,25094,1
15,0,72384,36817,35567,31629,16461,15168,40755,20356,20399,1
15,0,58180,29970,28210,24818,12925,11893,33362,17045,16317,1
15,0,53175,27028,26147,23045,11983,11062,30130,15045,15085,1
15,0,44256,22556,21700,20258,10538,9720,23998,12018,11980,1
15,0,31177,16139,15038,14603,7770,6833,16574,8369,8205,1
15,0,24480,12357,12123,11736,6110,5626,12744,6247,6497,1
15,0,16170,8114,8056,7878,4105,3773,8292,4009,4283,1
15,0,12020,6108,5912,5572,2907,2665,6448,3201,3247,1
15,0,7784,3884,3900,3599,1876,1723,4185,2008,2177,1
15,0,8174,3882,4292,3711,1763,1948,4463,2119,2344,1
15,0,633,379,254,280,154,126,353,225,128,1
16,0,3673917,1874376,1799541,2712464,1387173,1325291,961453,487203,474250,1
16,0,322566,164505,158061,258020,131384,126636,64546,33121,31425,1
16,0,337735,172541,165194,266430,136049,130381,71305,36492,34813,1
16,0,357690,183001,174689,282994,144904,138090,74696,38097,36599,1
16,0,357829,181136,176693,274888,139377,135511,82941,41759,41182,1
16,0,373177,183779,189398,280876,138466,142410,92301,45313,46988,1
16,0,344149,175059,169090,252860,129389,123471,91289,45670,45619,1
16,0,286989,149231,137758,204868,107731,97137,82121,41500,40621,1
16,0,279342,143051,136291,196129,101658,94471,83213,41393,41820,1
16,0,238751,124093,114658,164055,85593,78462,74696,38500,36196,1
16,0,205469,106717,98752,139297,72663,66634,66172,34054,32118,1
16,0,162186,86627,75559,108302,57982,50320,53884,28645,25239,1
16,0,116874,61849,55025,76947,40066,36881,39927,21783,18144,1
16,0,97129,49611,47518,67295,33940,33355,29834,15671,14163,1
16,0,70480,35044,35436,50426,25067,25359,20054,9977,10077,1
16,0,52324,25535,26789,37764,18698,19066,14560,6837,7723,1
16,0,30086,14259,15827,21165,10258,10907,8921,4001,4920,1
16,0,39525,17471,22054,29113,13380,15733,10412,4091,6321,1
16,0,1616,867,749,1035,568,467,581,299,282,1
17,0,2966889,1491832,1475057,2371439,1194260,1177179,595450,297572,297878,1
17,0,406154,205846,200308,351463,177831,173632,54691,28015,26676,1
17,0,389182,197585,191597,331758,168347,163411,57424,29238,28186,1
17,0,382606,193473,189133,315360,159784,155576,67246,33689,33557,1
17,0,326188,164716,161472,254132,129138,124994,72056,35578,36478,1
17,0,285012,139140,145872,217643,105372,112271,67369,33768,33601,1
17,0,251281,124676,126605,191850,94964,96886,59431,29712,29719,1
17,0,189657,95786,93871,142762,72034,70728,46895,23752,23143,1
17,0,174706,87320,87386,133054,66890,66164,41652,20430,21222,1
17,0,145450,73377,72073,111054,56095,54959,34396,17282,17114,1
17,0,123115,63043,60072,94562,48433,46129,28553,14610,13943,1
17,0,88743,45910,42833,67679,35366,32313,21064,10544,10520,1
17,0,60109,30692,29417,45821,23513,22308,14288,7179,7109,1
17,0,50708,25421,25287,39902,20229,19673,10806,5192,5614,1
17,0,35774,17482,18292,28783,14315,14468,6991,3167,3824,1
17,0,23698,11161,12537,18799,9081,9718,4899,2080,2819,1
17,0,12845,5848,6997,9855,4644,5211,2990,1204,1786,1
17,0,15877,7027,8850,12181,5623,6558,3696,1404,2292,1
17,0,5784,3329,2455,4781,2601,2180,1003,728,275,1
18,0,31205576,15939443,15266133,26807034,13678989,13128045,4398542,2260454,2138088,1
18,0,3212833,1634922,1577911,2900310,1474612,1425698,312523,160310,152213,1
18,0,3544339,1806346,1737993,3191197,1624618,1566579,353142,181728,171414,1
18,0,3491727,1789381,1702346,3099766,1587764,1512002,391961,201617,190344,1
18,0,3068581,1595489,1473092,2664091,1388492,1275599,404490,206997,197493,1
18,0,2909405,1415580,1493825,2477603,1203111,1274492,431802,212469,219333,1
18,0,2815147,1393042,1422105,2386510,1183063,1203447,428637,209979,218658,1
18,0,2330060,1174247,1155813,1949510,984620,964890,380550,189627,190923,1
18,0,2260473,1153679,1106794,1879751,962030,917721,380722,191649,189073,1
18,0,1831206,965463,865743,1507048,793546,713502,324158,171917,152241,1
18,0,1595249,846081,749168,1310964,693457,617507,284285,152624,131661,1
18,0,1192363,642260,550103,974992,519994,454998,217371,122266,95105,1
18,0,856825,458242,398583,702760,371541,331219,154065,86701,67364,1
18,0,775698,394563,381135,649041,327339,321702,126657,67224,59433,1
18,0,503642,253973,249669,422443,211838,210605,81199,42135,39064,1
18,0,385277,196445,188832,327588,166867,160721,57689,29578,28111,1
18,0,184352,96599,87753,153054,80838,72216,31298,15761,15537,1
18,0,229575,113237,116338,195387,97407,97980,34188,15830,18358,1
18,0,18824,9894,8930,15019,7852,7167,3805,2042,1763,1
19,0,91276115,46809027,44467088,62183113,31844945,30338168,29093002,14964082,14128920,1
19,0,7333143,3743862,3589281,5432943,2770164,2662779,1900200,973698,926502,1
19,0,8247809,4216763,4031046,6048643,3085358,2963285,2199166,1131405,1067761,1
19,0,9156523,4677506,4479017,6677094,3401028,3276066,2479429,1276478,1202951,1
19,0,9058031,4702325,4355706,6442695,3359604,3083091,2615336,1342721,1272615,1
19,0,8758322,4422630,4335692,6042721,3062672,2980049,2715601,1359958,1355643,1
19,0,7997909,4044904,3953005,5354996,2723495,2631501,2642913,1321409,1321504,1
19,0,6841590,3464659,3376931,4452270,2255183,2197087,2389320,1209476,1179844,1
19,0,7012646,3523361,3489285,4596701,2306077,2290624,2415945,1217284,1198661,1
19,0,6153060,3219604,2933456,4024731,2100597,1924134,2128329,1119007,1009322,1
19,0,5335719,2814212,2521507,3422477,1807534,1614943,1913242,1006678,906564,1
19,0,4257880,2317232,1940648,2693913,1469321,1224592,1563967,847911,716056,1
19,0,3268650,1746903,1521747,2048869,1086200,962669,1219781,660703,559078,1
19,0,2745454,1406401,1339053,1746446,881516,864930,999008,524885,474123,1
19,0,1982993,991280,991713,1280414,625865,654549,702579,365415,337164,1
19,0,1390607,686881,703726,876931,421658,455273,513676,265223,248453,1
19,0,739767,360216,379551,456033,217061,238972,283734,143155,140579,1
19,0,883561,406536,477025,536855,245245,291610,346706,161291,185415,1
19,0,112451,63752,48699,48381,26367,22014,64070,37385,26685,1
20,0,32988134,16930315,16057819,25055073,12776486,12278587,7933061,4153829,3779232,1
20,0,3648297,1871134,1777163,2956705,1509453,1447252,691592,361681,329911,1
20,0,4138425,2117879,2020546,3332668,1695581,1637087,805757,422298,383459,1
20,0,4104396,2112627,1991769,3237192,1662046,1575146,867204,450581,416623,1
20,0,3205268,1714887,1490381,2359367,1268321,1091046,845901,446566,399335,1
20,0,2827622,1431263,1396359,2052259,1031084,1021175,775363,400179,375184,1
20,0,2652639,1342314,1310325,1942429,976894,965535,710210,365420,344790,1
20,0,2307296,1165866,1141430,1697271,849293,847978,610025,316573,293452,1
20,0,2136764,1092675,1044089,1570756,799950,770806,566008,292725,273283,1
20,0,1788506,930421,858085,1312316,676548,635768,476190,253873,222317,1
20,0,1534094,798966,735128,1122090,580579,541511,412004,218387,193617,1
20,0,1186181,620682,565499,861644,447952,413692,324537,172730,151807,1
20,0,985234,487604,497630,720551,343784,376767,264683,143820,120863,1
20,0,957482,474565,482917,739909,359498,380411,217573,115067,102506,1
20,0,635397,317852,317545,502092,246596,255496,133305,71256,62049,1
20,0,407108,210878,196230,319521,163601,155920,87587,47277,40310,1
20,0,167954,83542,84412,128086,62658,65428,39868,20884,18984,1
20,0,188737,94908,93829,143253,72523,70730,45484,22385,23099,1
20,0,116734,62252,54482,56964,30125,26839,59770,32127,27643,1
21,0,41974218,21212136,20762082,34970562,17586203,17384359,7003656,3625933,3377723,1
